state_name,county_name,Debt_All,Debt_Communities_Color,Debt_Majorities_White,Avg_Household_Income_All,Avg_Non_White_Income,Avg_Non_Hispanic
Kansas,COFFEY,.2537313,49,.2537313,76736,67057,77388
Kansas,COWLEY,.2723915,49,.2731481,62458,54793,63646
Kansas,DONIPHAN,.3492823,49,.3492823,63346,38311,64462
Kansas,ELLSWORTH,.3238636,49,.3238636,64204,68038,63935
Kansas,FINNEY,.2979626,.2922014,.3333333,70722,62116,78765
Kansas,FORD,.2520661,.2395709,.3333333,66956,55718,77827
Kansas,GEARY,.4224138,49,.5357143,61506,56350,65044
Kansas,GOVE,.2446809,49,.2446809,63257,49852,64276
Kansas,HARVEY,.3023023,49,.3023023,70297,50697,73149
Kansas,HODGEMAN,49,49,49,72283,48038,74756
Kansas,JEWELL,.3076923,49,.3076923,58991,28276,60146
Kansas,KEARNY,.2803738,49,.2808989,71099,51858,77225
Kansas,KINGMAN,.3196347,49,.3196347,80453,93999,79656
Kansas,LABETTE,.2740864,49,.2740864,58891,49434,60318
Kansas,LEAVENWORTH,.3388938,49,.3388938,89525,62299,94188
Kansas,NEOSHO,.3034934,49,.3034934,57067,42930,58200
Kansas,NESS,.19,49,.19,75575,62889,76672
Kansas,OSBORNE,.2421875,49,.2421875,67431,114216,65138
Kansas,PRATT,.2978056,49,.2978056,69382,73811,69130
Kansas,RAWLINS,.1733333,49,.1733333,63730,64318,63688
Kansas,RENO,.2820242,49,.2846482,65695,59140,66518
Kansas,REPUBLIC,.2529412,49,.2544379,58436,60317,58390
Kansas,RILEY,.265521,49,.2520185,66449,47011,70721
Kansas,ROOKS,.299363,49,.299363,60896,36327,61616
Kansas,RUSH,.2580645,49,.2580645,56665,66079,56066
Kansas,SEDGWICK,.3015603,.1312217,.3241422,78411,61206,84369
Kansas,SHAWNEE,.3004467,.2008197,.3089955,78471,59611,83629
Kansas,TREGO,.2765957,49,.2765957,69210,139224,65466
Kansas,WABAUNSEE,.3142857,49,.3142857,69670,56201,70201
Kansas,WALLACE,49,49,49,68214,53078,69257
Kansas,WOODSON,.2254902,49,.2254902,51321,27513,52840
Kansas,WYANDOTTE,.250315,.2289463,.3213429,58167,49185,69067
Kentucky,BALLARD,.219697,49,.2183908,62411,42934,63260
Kentucky,BARREN,.294697,49,.2966102,53857,44615,54540
Kentucky,BOURBON,.3138686,49,.316265,68312,41778,72051
Kentucky,BOYLE,.2872117,49,.2900108,67505,48595,69780
Kentucky,BRACKEN,.3378378,49,.3378378,59654,69630,59257
Kentucky,BREATHITT,.2201087,49,.2213115,46260,52530,46123
Kentucky,BRECKINRIDGE,.2625698,49,.2635514,59753,38843,60642
Kentucky,BULLITT,.3180091,49,.3183549,80659,56967,81952
Kentucky,CALLOWAY,.2222222,49,.2222222,57431,33556,59973
Kentucky,CARLISLE,.2323944,49,.2323944,74424,37051,75492
Kentucky,CASEY,.2484725,49,.2484725,46614,43022,46710
Kentucky,CRITTENDEN,.2230769,49,.2200772,58303,63403,58142
Kentucky,EDMONSON,.2138889,49,.2138889,52578,48252,52727
Kentucky,ELLIOTT,.1785714,49,.1785714,43276,11600,43490
Kentucky,ESTILL,.2647059,49,.2647059,43297,16380,43664
Kentucky,FLEMING,.3097345,49,.3097345,58083,50330,58435
Kentucky,GARRARD,.3107345,49,.3113208,66967,40407,68368
Kentucky,GRAVES,.2524272,49,.2524272,61303,35619,63750
Kentucky,GREENUP,.3092876,49,.3095668,69483,78153,69140
Kentucky,HART,.2530121,49,.2530121,51902,66910,50670
Kentucky,JESSAMINE,.2884732,49,.290421,84773,50798,87704
Kentucky,KENTON,.3228422,49,.3232792,89473,54040,93071
Kentucky,KNOTT,.3444976,49,.3514852,43034,21525,43460
Kentucky,LARUE,.2807018,49,.2807018,61993,38338,63288
Kentucky,LAUREL,.3407534,49,.297714,56574,51390,56756
Kentucky,LESLIE,.2813456,49,.2920635,39649,96005,38735
Kentucky,LETCHER,.3343512,49,.3374613,47200,55404,47002
Kentucky,MCCRACKEN,.2116377,49,.2118765,69078,52664,71716
Kentucky,MCCREARY,.2411504,49,.2411504,39988,11125,40360
Kentucky,MAGOFFIN,.2349869,49,.2340426,43655,26300,43833
Kentucky,MENIFEE,.226601,49,.226601,47917,23584,48328
Kentucky,METCALFE,.3343949,49,.3343949,47093,21538,49110
Kentucky,MUHLENBERG,.2971246,49,.2971246,57437,41134,58396
Kentucky,OWEN,.2830189,49,.2901961,68307,44841,68629
Kentucky,OWSLEY,.2406015,49,.2362205,47219,49,47219
Kentucky,ROCKCASTLE,.2972399,49,.2972399,51627,29704,51874
Kentucky,SPENCER,.3270869,49,.3270869,91493,92366,91446
Kentucky,TRIGG,.2901235,49,.2901235,67091,63011,67519
Kentucky,TRIMBLE,.2824427,49,.2824427,65931,47812,66908
Kentucky,WHITLEY,.2743208,49,.2769912,56554,45166,56880
Kentucky,WOLFE,.2580645,49,.2580645,36718,23300,37001
Kentucky,WOODFORD,.3038906,49,.3037975,80655,57733,83160
Louisiana,ACADIA,.3015544,49,.3034773,61465,36608,67627
Louisiana,ASCENSION,.3771131,.2616279,.3907515,105975,113874,103138
Louisiana,ASSUMPTION,.3384853,.3027523,.3283582,63643,46641,70805
Louisiana,AVOYELLES,.3122896,49,.3154762,57201,36325,66212
Louisiana,BEAUREGARD,.3681267,49,.3681267,67685,59523,69380
Louisiana,BIENVILLE,.3186274,.3495935,.3636364,49035,32985,62291
Louisiana,BOSSIER,.3691328,49,.3719308,69729,51890,77663
Louisiana,CALCASIEU,.333719,.2800908,.3602564,76975,49450,88720
Louisiana,CATAHOULA,.3213115,49,.3363229,60017,38364,68082
Louisiana,CONCORDIA,.28327,.25,.3167939,51568,30698,65314
Louisiana,EAST,.2958258,49,.3265993,68891,53073,78792
Louisiana,EVANGELINE,.3231774,49,.3234649,48970,27944,57770
Louisiana,IBERIA,.2787041,.244898,.3300142,63066,42677,75794
Louisiana,IBERVILLE,.3110624,.3297297,.3188406,66504,49686,80115
Louisiana,LAFOURCHE,.3467934,49,.348138,68225,41218,74495
Louisiana,LASALLE,.3780822,49,.3843931,60286,42658,62490
Louisiana,MOREHOUSE,.277647,49,.2974359,45813,30113,59620
Louisiana,NATCHITOCHES,.3141264,.421875,.2868217,47309,33391,58945
Louisiana,OUACHITA,.2861736,.2097902,.3190128,64077,34688,85324
Louisiana,PLAQUEMINES,.3586801,.3873874,.3634538,76432,56265,85893
Louisiana,POINTE,.322963,.2610442,.3619048,66680,47894,78151
Louisiana,RAPIDES,.3209408,.2737263,.3448763,68816,50016,78891
Louisiana,TANGIPAHOA,.3462307,.3181818,.368171,65721,51935,71942
Louisiana,TENSAS,.2903226,49,49,39433,30850,49538
Louisiana,TERREBONNE,.3070818,49,.3258289,73594,57583,80921
Louisiana,VERMILION,.3133998,49,.3156409,66097,44110,71049
Louisiana,WEST,.297546,49,49,85586,56070,98953
Louisiana,WINN,.3065217,49,.3546099,56203,39561,62921
Maine,ANDROSCOGGIN,.3881541,49,.3901582,77447,70321,77918
Maine,AROOSTOOK,.3947615,49,.3954034,52681,69400,52029
Maine,KENNEBEC,.3733895,49,.3721805,73143,81502,72817
Maine,OXFORD,.3844866,49,.3864274,62267,50897,62555
Maine,PENOBSCOT,.401754,49,.4020143,69161,53170,69881
Maine,PISCATAQUIS,.39523,49,.39523,53870,56904,53778
Maine,SAGADAHOC,.3651822,49,.3657745,76602,57766,77381
Maine,WALDO,.3593141,49,.3592157,68013,66599,68065
Maryland,ANNE,.3357621,.3205436,.3247793,130006,115488,135535
Maryland,CALVERT,.3797776,49,.3798746,126581,85693,136879
Maryland,CECIL,.3861828,49,.3874278,92059,66684,96261
Maryland,GARRETT,.4228188,49,.4228188,71004,71375,71000
Maryland,HARFORD,.387625,.369863,.3815661,113104,103802,115605
Maryland,QUEEN,.3784278,49,.3784278,117490,93640,120120
Maryland,TALBOT,.3041667,49,.3035117,109992,66160,120277
Maryland,WICOMICO,.3366033,49,.3428436,76908,66120,82221
Maryland,BALTIMORE,.2505273,.2506614,.2653061,75522,59492,110091
Massachusetts,BARNSTABLE,.3204554,49,.3219674,111887,77862,114893
Massachusetts,BERKSHIRE,.3722933,49,.3744723,83502,66298,84785
Massachusetts,DUKES,.3196159,49,.3204952,107446,56153,113169
Massachusetts,HAMPDEN,.3138871,.2677165,.3333333,81547,54335,95285
Massachusetts,NANTUCKET,.2698413,49,.2632743,147953,91856,152107
Massachusetts,PLYMOUTH,.3582837,.30407,.3718527,120462,87485,126276
Massachusetts,WORCESTER,.3528311,.2666667,.3604133,101636,87778,105066
Michigan,ALCONA,.3172043,49,.3172043,52435,33023,52881
Michigan,ALGER,.3109541,49,.3109541,55675,54327,55776
Michigan,ALLEGAN,.2966125,49,.296756,78236,57001,80280
Michigan,ALPENA,.3463074,49,.3463074,57448,70938,57068
Michigan,ANTRIM,.3654762,49,.3654762,75224,47285,76208
Michigan,ARENAC,.3417191,49,.3417191,54451,49365,54614
Michigan,BARAGA,.267148,49,.2692308,60698,57272,61501
Michigan,BAY,.3537851,49,.354256,67223,67924,67162
Michigan,BENZIE,.3081664,49,.3081664,70067,52629,71003
Michigan,BERRIEN,.2582528,.2282378,.2754851,76451,44287,84799
Michigan,BRANCH,.3023975,49,.3023975,64845,63071,64943
Michigan,CHARLEVOIX,.3522595,49,.3515081,75996,61815,76556
Michigan,CHEBOYGAN,.3535469,49,.3559908,58961,45644,59846
Michigan,CLARE,.3229167,49,.3229167,53634,34523,54413
Michigan,DICKINSON,.2429696,49,.2429696,66336,67920,66295
Michigan,EATON,.3700581,49,.3745819,83245,81734,83496
Michigan,EMMET,.3272727,49,.3283582,76988,69517,77442
Michigan,GLADWIN,.3274232,49,.3274232,58130,48232,58448
Michigan,GOGEBIC,.2924528,49,.2924528,55695,33253,56642
Michigan,GRATIOT,.3654342,49,.365917,63319,58718,63667
Michigan,HILLSDALE,.3391941,49,.3394834,63636,44226,64225
Michigan,HOUGHTON,.257868,49,.257868,59156,41145,60598
Michigan,INGHAM,.3136095,49,.3109078,73701,59972,78387
Michigan,IONIA,.3342511,49,.3342511,67679,59958,68192
Michigan,IOSCO,.3234286,49,.3241061,54041,56842,53908
Michigan,ISABELLA,.3018446,49,.3043478,62070,67037,61298
Michigan,KALAMAZOO,.2944036,.2070064,.298652,79173,52051,85584
Michigan,KALKASKA,.3811252,49,.3811252,58863,67197,58416
Michigan,KEWEENAW,.2903226,49,.2786885,70757,77810,70563
Michigan,LAPEER,.372299,49,.372299,81767,72948,82216
Michigan,LEELANAU,.3184143,49,.3184143,90159,61526,92052
Michigan,LENAWEE,.3698454,49,.3698454,69443,49795,72005
Michigan,LUCE,.3785714,49,.3785714,57942,62486,57279
Michigan,MACKINAC,.3542857,49,.3542857,59860,50233,62882
Michigan,MACOMB,.3801191,49,.3894042,80511,70043,82804
Michigan,MANISTEE,.3029586,49,.3029586,64676,58648,65020
Michigan,MECOSTA,.3285714,49,.3285714,59964,45689,61001
Michigan,MISSAUKEE,.3242009,49,.3242009,58955,59677,58926
Michigan,MONTCALM,.3270936,49,.3275777,61868,53528,62223
Michigan,MONTMORENCY,.3878205,49,.3878205,49847,35377,50293
Michigan,MUSKEGON,.2864984,49,.290468,66691,44145,72136
Michigan,NEWAYGO,.2932979,49,.2932979,64330,61649,64511
Michigan,OAKLAND,.3667305,.3399817,.3777148,111724,91699,118871
Michigan,OCEANA,.2541766,49,.2541766,62380,60587,62606
Michigan,OGEMAW,.3347222,49,.3347222,53794,58713,53606
Michigan,ONTONAGON,.2712766,49,.2712766,51229,64306,50793
Michigan,OSCEOLA,.316312,49,.316312,55654,49910,55846
Michigan,OSCODA,.34375,49,.34375,54980,29911,55988
Michigan,PRESQUE,.291954,49,.291954,61488,133152,60166
Michigan,ROSCOMMON,.3537572,49,.3537572,53935,45585,54239
Michigan,SAGINAW,.3363879,.2668513,.3622449,70446,49451,78220
Michigan,SANILAC,.3234421,49,.3231798,60795,58627,60902
Michigan,SCHOOLCRAFT,.2022901,49,.2022901,55520,48829,56378
Michigan,SHIAWASSEE,.3637977,49,.3635556,70485,41873,71695
Michigan,TUSCOLA,.3389437,49,.338766,62669,56927,62916
Michigan,WASHTENAW,.2872048,49,.2897928,107685,81856,116859
Michigan,WEXFORD,.3308411,49,.3308411,62864,54214,63184
Minnesota,AITKIN,.3187391,49,.3187391,62069,51466,62548
Minnesota,ANOKA,.3434406,49,.3496617,101333,88095,103307
Minnesota,BECKER,.3239172,49,.3274612,77834,55573,80387
Minnesota,BELTRAMI,.2638889,.255102,.2673849,65296,44442,71151
Minnesota,BLUE,.3132911,49,.3155934,75171,52904,77076
Minnesota,CARLTON,.3507719,49,.3517241,76930,54322,78713
Minnesota,CARVER,.3410607,49,.3412774,127548,115850,128499
Minnesota,CHISAGO,.3622142,49,.3622142,94060,104634,93712
Minnesota,CLEARWATER,.2553957,49,.2553957,67122,49684,69319
Minnesota,COOK,.2634146,49,.2765957,69447,53160,71842
Minnesota,COTTONWOOD,.2750643,49,.2750643,63918,38209,66666
Minnesota,CROW,.3173122,49,.3173122,74086,53460,74724
Minnesota,FARIBAULT,.2704403,49,.2704403,66870,55981,67582
Minnesota,FREEBORN,.2778367,49,.2778367,67802,45225,70300
Minnesota,GOODHUE,.3175231,49,.3175231,82660,57666,84065
Minnesota,HENNEPIN,.276388,.2511415,.2795945,112406,80142,122402
Minnesota,HUBBARD,.2657895,49,.2618725,70985,83439,70529
Minnesota,ISANTI,.3558191,49,.3558191,88176,84757,88298
Minnesota,ITASCA,.3143632,49,.3145763,69888,73781,69692
Minnesota,KANABEC,.2869565,49,.2869565,69563,51397,70248
Minnesota,KANDIYOHI,.2488619,49,.2488619,76555,49522,80829
Minnesota,KITTSON,.2960526,49,.3,70529,57617,70691
Minnesota,KOOCHICHING,.1631702,49,.1647059,65070,39568,66341
Minnesota,LAC,.1780105,49,.1780105,70346,50462,71018
Minnesota,MCLEOD,.3289007,49,.3289007,78321,47191,80043
Minnesota,MAHNOMEN,.2608696,49,49,58348,48473,65739
Minnesota,MEEKER,.3192935,49,.3192935,79925,52062,81170
Minnesota,MILLE,.3179191,49,.3179191,68166,51974,69531
Minnesota,MORRISON,.3353659,49,.3362446,72207,53818,72751
Minnesota,MOWER,.2838174,49,.2838174,73382,49563,77074
Minnesota,NICOLLET,.3315217,49,.3315217,83995,59025,86139
Minnesota,NOBLES,.310832,49,.2927757,67732,54941,73200
Minnesota,NORMAN,.3333333,49,.3333333,70747,50536,72241
Minnesota,OLMSTED,.2785941,49,.2787443,106347,91004,109429
Minnesota,OTTER,.2862245,49,.2877698,74388,64380,74857
Minnesota,PINE,.3027638,49,.3027638,66227,62197,66428
Minnesota,PIPESTONE,.243346,49,.243346,71373,37228,74828
Minnesota,POPE,.2839879,49,.2839879,76120,52404,76791
Minnesota,REDWOOD,.3061225,49,.3050459,68621,51389,70377
Minnesota,RICE,.3222876,49,.3222876,94139,81833,95448
Minnesota,ROSEAU,.2951168,49,.2951168,75604,66682,76059
Minnesota,SHERBURNE,.385994,49,.385994,112341,81618,114396
Minnesota,SIBLEY,.3911205,49,.3911205,78374,39390,81457
Minnesota,STEARNS,.3161101,49,.3165361,82412,55148,85712
Minnesota,SWIFT,.2229102,49,.2229102,69054,30338,71610
Minnesota,TRAVERSE,.25,49,.25,67825,42228,70851
Minnesota,WABASHA,.2775974,49,.2775974,81298,42599,82722
Minnesota,WADENA,.3,49,.3,58527,52383,58780
Minnesota,WASECA,.3544304,49,.3544304,73285,28056,77189
Minnesota,WATONWAN,.3236246,49,.3236246,68428,56841,71061
Minnesota,WILKIN,.3353294,49,.3353294,77035,27800,77404
Minnesota,WINONA,.3150985,49,.3150985,74313,60085,75027
Minnesota,YELLOW,.3115385,49,.3115385,71153,50726,73228
Mississippi,ALCORN,.2901057,49,.2934249,58260,55498,58731
Mississippi,AMITE,.3394256,.3064516,.34,50720,34584,62584
Mississippi,ATTALA,.3191011,.3571429,49,55059,39663,67492
Mississippi,BOLIVAR,.2837838,.2592593,.3928571,47724,34660,72520
Mississippi,CHICKASAW,.2806026,.2837838,.3082192,50238,36148,61917
Mississippi,COAHOMA,.283871,.2852349,49,48300,34415,91878
Mississippi,COPIAH,.3087008,.3137255,.28,54908,38976,69547
Mississippi,DESOTO,.3605761,49,.3787669,82611,70837,88771
Mississippi,FORREST,.2742616,49,.295098,57488,42806,68034
Mississippi,GEORGE,.3835443,49,.3835443,62308,31106,65830
Mississippi,GRENADA,.328869,49,.3333333,55874,44262,65243
Mississippi,HINDS,.2850356,.278405,.2277228,61797,51163,90579
Mississippi,ISSAQUENA,49,49,49,49035,47660,51290
Mississippi,ITAWAMBA,.3467863,49,.3467863,56901,48628,57545
Mississippi,KEMPER,.3258929,.3551913,49,42271,30077,65163
Mississippi,LEAKE,.315,49,49,53201,42060,62875
Mississippi,LEFLORE,.2920246,.3004059,49,48239,33507,88786
Mississippi,LOWNDES,.3055092,.2725118,.3040936,65188,43005,84789
Mississippi,NESHOBA,.3527653,49,49,51839,41335,57917
Mississippi,NOXUBEE,.3624595,.3624595,49,48285,37896,73535
Mississippi,OKTIBBEHA,.2676162,49,.3,59862,42592,70730
Mississippi,PEARL,.3329694,49,.3342481,61538,40675,65624
Mississippi,PRENTISS,.2939633,49,.2934211,50723,36707,52832
Mississippi,QUITMAN,.2732919,.2739726,49,36132,31376,46956
Mississippi,RANKIN,.3323894,49,.3369412,82605,76963,84317
Mississippi,SHARKEY,.248,.248,49,47529,32187,98355
Mississippi,SIMPSON,.3202934,49,.3113773,61093,41397,72418
Mississippi,SUNFLOWER,.2990506,.2951699,49,47453,36347,79315
Mississippi,TALLAHATCHIE,.3492064,.3643725,49,48159,37890,61172
Mississippi,TATE,.3178114,49,.3192982,64146,49200,70985
Mississippi,TIPPAH,.2828746,49,.276699,51144,39631,54092
Mississippi,TISHOMINGO,.2915952,49,.2915952,49943,44722,50253
Mississippi,TUNICA,.3128655,.3154574,49,52941,49688,64218
Mississippi,WALTHALL,.2505967,49,49,50698,39826,61245
Mississippi,WILKINSON,.3409091,.3128205,49,41858,30235,64604
Mississippi,WINSTON,.3081181,49,.2424242,57737,39034,73192
Mississippi,YALOBUSHA,.352657,49,.3449612,49019,39562,55058
Mississippi,YAZOO,.2532751,.2336634,.3035714,53676,47153,62538
Missouri,ANDREW,.3044316,49,.3044316,73248,85295,72795
Missouri,ATCHISON,.2709678,49,.2709678,64236,63656,64256
Missouri,AUDRAIN,.3225806,49,.3225806,61557,51127,62697
Missouri,BARRY,.3090909,49,.309387,64139,58104,64940
Missouri,BARTON,.3146667,49,.3146667,64001,42405,65120
Missouri,BATES,.3020833,49,.3020833,67588,37958,68912
Missouri,BOLLINGER,.3121212,49,.3121212,53816,39928,54154
Missouri,CALLAWAY,.3447273,49,.3447273,68870,55230,69971
Missouri,CHARITON,.3314607,49,.3333333,60240,35293,61046
Missouri,CHRISTIAN,.3687094,49,.368962,78788,67076,79359
Missouri,COLE,.3280423,49,.3297683,76584,79912,76076
Missouri,COOPER,.3347107,49,.3347107,63688,59388,63958
Missouri,DADE,.3389121,49,.3389121,55998,28542,57519
Missouri,DAVIESS,.2829457,49,.2829457,64421,46932,64678
Missouri,DENT,.2644628,49,.2661123,54579,36040,55498
Missouri,DUNKLIN,.2578548,49,.2578548,52761,35301,55732
Missouri,GASCONADE,.2946058,49,.2946058,68913,67676,68977
Missouri,GENTRY,.2901554,49,.2901554,61423,46528,61678
Missouri,HICKORY,.2548262,49,.2548262,43912,52624,43473
Missouri,HOWELL,.2723674,49,.2723674,52116,44866,52570
Missouri,LACLEDE,.3243471,49,.3243471,58389,48677,58953
Missouri,MCDONALD,.3311688,49,.353211,54657,53713,54841
Missouri,MARIES,.3375528,49,.3375528,62778,39502,64057
Missouri,MILLER,.303155,49,.303155,64090,43016,64960
Missouri,MISSISSIPPI,.2698413,49,.277512,50405,32279,55692
Missouri,MONITEAU,.3738532,49,.375576,67975,59115,68349
Missouri,NODAWAY,.2368897,49,.2368897,58922,40790,60014
Missouri,OREGON,.2738589,49,.2738589,43846,44819,43799
Missouri,OZARK,.265,49,.2708333,42760,18644,43520
Missouri,PEMISCOT,.2700229,49,.2781065,50700,33003,57972
Missouri,PETTIS,.2743295,49,.2763466,60159,60119,60164
Missouri,RALLS,.34375,49,.34375,67500,72635,67399
Missouri,RAY,.3633987,49,.3633987,74020,78784,73806
Missouri,REYNOLDS,.2485876,49,.2485876,53030,30116,53948
Missouri,RIPLEY,.2740385,49,.2740385,46280,39262,46449
Missouri,STE.,.3024,49,.3024,75189,96547,74600
Missouri,SHANNON,.3428572,49,.3428572,43278,34334,43801
Missouri,STODDARD,.291,49,.2908726,53651,34250,54324
Missouri,STONE,.2977825,49,.2979852,68776,48072,69747
Missouri,TANEY,.2884334,49,.2916667,58053,58652,58002
Missouri,WORTH,.2051282,49,.2051282,59673,26918,60098
Missouri,WRIGHT,.2879046,49,.2879046,48932,88603,47331
Montana,BEAVERHEAD,.2816902,49,.2816902,64856,58312,65310
Montana,BROADWATER,.3987138,49,.3987138,75505,59128,76145
Montana,CASCADE,.3105006,49,.3133588,64362,49154,66593
Montana,CHOUTEAU,.2571429,49,.2571429,57531,34993,62226
Montana,DANIELS,.3809524,49,.3809524,74287,44993,77055
Montana,DEER,.2955326,49,.2955326,54982,24070,57008
Montana,FALLON,.2727273,49,.2727273,80843,43355,82547
Montana,FERGUS,.2630137,49,.2630137,67775,65158,67880
Montana,FLATHEAD,.2861774,49,.2895705,78594,58003,79912
Montana,GALLATIN,.2843459,49,.2857543,97931,81312,99127
Montana,GLACIER,.3255132,.3542857,.2857143,49602,41482,64974
Montana,GRANITE,.1960784,49,.1960784,74718,53453,74965
Montana,JUDITH,.3333333,49,.3333333,61197,36828,62501
Montana,MCCONE,.390625,49,.3859649,68249,48615,69011
Montana,MEAGHER,.3103448,49,.3103448,59768,76854,59163
Montana,MISSOULA,.2707562,49,.2725549,78557,83963,77975
Montana,MUSSELSHELL,.2638037,49,.2638037,55725,75267,53544
Montana,PETROLEUM,49,49,49,69975,72056,69684
Montana,PHILLIPS,.2462687,49,.2307692,59382,51876,60478
Montana,PONDERA,.3035714,49,.3205128,68355,55779,69758
Montana,POWDER,49,49,49,68431,58179,68836
Montana,POWELL,.2487562,49,.2487562,65914,26773,66772
Montana,PRAIRIE,49,49,49,64764,49,64764
Montana,RAVALLI,.2680683,49,.2680683,70220,61100,70723
Montana,ROSEBUD,.2954545,.313253,.2771084,68763,64693,70535
Montana,SANDERS,.2346241,49,.2354312,56419,55483,56500
Montana,SILVER,.2994604,49,.2985348,62015,38033,63837
Montana,STILLWATER,.3231293,49,.3231293,79373,67991,79849
Montana,SWEET,.2827586,49,.2827586,67334,74758,66763
Montana,TOOLE,.2657343,49,.2642857,68818,54923,69815
